Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR11780542_2 - polya	(1, 0.011425497240948705)	(2, 0.017201561988428673)	(3, 0.02043681183284461)	(4, 0.024754563203485572)	(5, 0.02819814353030708)	(6, 0.031927667656508785)	(7, 0.035616342668513316)	(8, 0.04447651553787969)	(9, 0.055174898546118754)	(10, 0.06697825009339128)	(12, 0.07578531911430134)	(14, 0.08923080505230015)	(16, 0.10724730686896237)	(18, 0.11961029128073615)	(20, 0.1327534937736759)	(22, 0.1463031449528775)	(24, 0.1592359745077018)	(26, 0.17450537339460429)	(28, 0.18766083062180317)	(30, 0.19971948913280801)	(32, 0.21030757953271473)	(34, 0.2211387221620946)	(36, 0.23077707065691708)	(38, 0.24053796649433107)	(40, 0.25329310240239766)	(42, 0.26316633330385386)	(44, 0.27415066011147315)	(46, 0.2863461631550385)	(48, 0.29654414451436223)	(50, 0.3064582245300156)	(52, 0.31773870741556437)	(54, 0.3336780317753005)	(56, 0.34563252504510256)	(58, 0.3564738799530317)	(60, 0.3671028194671356)	(62, 0.37716191383818887)	(64, 0.3881850473042955)	(66, 0.3995737803424667)	(68, 0.4098963515000918)	(70, 0.4228659452576936)	(72, 0.4342689754858338)	(74, 0.4436458896497944)	(76, 0.4558168832248415)	(78, 0.4658575954945061)	(80, 0.4737659840030784)	(82, 0.4826486238852532)	(84, 0.4955487741487198)	(86, 0.5087920569714426)	(88, 0.5170823846977584)	(90, 0.5267513700282288)	(92, 0.5359444631783021)	(94, 0.5491040053169207)	(96, 0.5585442356078869)	(98, 0.5660441329744874)	(100, 0.5735276906954092)	(102, 0.5808294698581535)	(104, 0.5881455462108668)	(106, 0.5949714331932141)	(108, 0.6030064539557976)	(110, 0.6100100345849025)	(112, 0.6163641142982725)	(114, 0.6227345336573213)	(116, 0.6293561750686827)	(118, 0.6361269157468638)	(120, 0.6422869621677971)	(122, 0.6478975880027786)	(124, 0.6537798604471712)	(126, 0.6596131139545272)	(128, 0.6652033152324099)	(130, 0.671181583095166)	(132, 0.6780462767360005)	(134, 0.6846638332359423)	(136, 0.6906666105672166)	(138, 0.6961158824011191)
SRR11780542_2 - polyg	(1, 0.18810608596655234)	(2, 0.18958890881190965)	(3, 0.18972779580018)	(4, 0.18985851296561096)	(5, 0.18996472066252362)	(6, 0.19005458871375738)	(7, 0.19016488132208975)	(8, 0.19047533458998825)	(9, 0.1908715709977008)	(10, 0.1915169870020161)	(12, 0.19253412994552566)	(14, 0.193236734709717)	(16, 0.19348795676202962)	(18, 0.19372283916866334)	(20, 0.1940067405123337)	(22, 0.1942375380075477)	(24, 0.1944295288442744)	(26, 0.19462968950384052)	(28, 0.19487069927760384)	(30, 0.19510762413994742)	(32, 0.1952914451538347)	(34, 0.195518157737629)	(36, 0.19579388925845992)	(38, 0.19607370569071053)	(40, 0.19648628174410196)	(42, 0.19686617850613564)	(44, 0.19725424509100875)	(46, 0.19764435413159176)	(48, 0.19806714246353246)	(50, 0.1985471195553492)	(52, 0.19909449768559132)	(54, 0.19967864001861085)	(56, 0.2003853296942219)	(58, 0.20110835901551183)	(60, 0.20181096377970317)	(62, 0.20259730922799873)	(64, 0.2041557029346208)	(66, 0.20565078051423724)	(68, 0.20728066017070437)	(70, 0.2091413373223855)	(72, 0.21119196285508346)	(74, 0.21335288099611383)	(76, 0.21583854959501167)	(78, 0.2186755205760052)	(80, 0.22190668550900142)	(82, 0.2255585963182285)	(84, 0.2298007768276047)	(86, 0.2344330663775639)	(88, 0.23999671573121856)	(90, 0.24635283790029833)	(92, 0.25381597106412146)	(94, 0.26325211644366797)	(96, 0.27480424593862784)	(98, 0.28900339803356445)	(100, 0.3058393604499285)	(102, 0.32601882286333095)	(104, 0.3512390659686643)	(106, 0.3841838765686826)	(108, 0.4250881370700197)	(110, 0.47578801515583835)	(112, 0.5427540105149704)	(114, 0.6238905635891012)	(116, 0.7211951960624722)	(118, 0.8426089757350135)	(120, 1.0017162755329942)	(122, 1.190420801022535)	(124, 1.4247149804118284)	(126, 1.6859164713227985)	(128, 1.9940678916362868)	(130, 2.383219020491345)	(132, 2.8385048652316236)	(134, 3.359404599651108)	(136, 3.930309777215059)	(138, 4.57512734200737)
SRR11780543_1 - illumina_universal_adapter	(1, 0.0012292707269284495)	(2, 0.0012875551148431605)	(3, 0.0015869249254959943)	(4, 0.002074394351691759)	(5, 0.002246598225076132)	(6, 0.0024241006791800245)	(7, 0.0026042524236436766)	(8, 0.0028744800403391548)	(9, 0.0031685512702724693)	(10, 0.003852068183090443)	(12, 0.004772696583106901)	(14, 0.006367569379682173)	(16, 0.008910888125051381)	(18, 0.01175092739071366)	(20, 0.013507406899234266)	(22, 0.015089033244010744)	(24, 0.01653951971597912)	(26, 0.01787741134765771)	(28, 0.019578255758623368)	(30, 0.022289804441837306)	(32, 0.02582925636247612)	(34, 0.029873398096649132)	(36, 0.03399171996089541)	(38, 0.038592212670617944)	(40, 0.04398219390754883)	(42, 0.05048487709557874)	(44, 0.057701544035563865)	(46, 0.06640711215773387)	(48, 0.07714865992137912)	(50, 0.09011031300650292)	(52, 0.10508940070058365)	(54, 0.12279593282003685)	(56, 0.14336899710874995)	(58, 0.1690392960496405)	(60, 0.2014507143109393)	(62, 0.2408085718955278)	(64, 0.2879182530727728)	(66, 0.34392557592327044)	(68, 0.4144139198802139)	(70, 0.5030247345430929)	(72, 0.6157560132864031)	(74, 0.7564187602926586)	(76, 0.9256024426669061)	(78, 1.133249847129323)	(80, 1.391245690233791)	(82, 1.7121091935753543)	(84, 2.1072376042816985)	(86, 2.5731431315941995)	(88, 3.1148408821638833)	(90, 3.755196881085834)	(92, 4.508600748949086)	(94, 5.388955961561658)	(96, 6.36926889944796)	(98, 7.4417744925635345)	(100, 8.617451400159228)	(102, 9.906319238375648)	(104, 11.310296093433266)	(106, 12.802013471270579)	(108, 14.339798034528572)	(110, 15.931254571184937)	(112, 17.583112278753454)	(114, 19.28375931758731)	(116, 21.03626621521346)	(118, 22.774020539471287)	(120, 24.487868992167822)	(122, 26.224346358472246)	(124, 27.968474875335655)	(126, 29.708955319373676)	(128, 31.410427612154592)	(130, 33.06172234552167)	(132, 34.67443678802474)	(134, 36.27339081639923)	(136, 37.85317590437566)	(138, 39.39526821375863)
SRR11780543_1 - polya	(1, 0.01762043018276103)	(2, 0.022039446502840027)	(3, 0.02382241891495823)	(4, 0.02671014540709618)	(5, 0.028609686595043808)	(6, 0.0307476639153698)	(7, 0.033102883045196076)	(8, 0.039718161073515765)	(9, 0.048060776416398714)	(10, 0.056851121830081036)	(12, 0.062324555713344346)	(14, 0.07179576874948487)	(16, 0.08630063346916864)	(18, 0.09475981758788099)	(20, 0.1039515304910669)	(22, 0.11431820366880617)	(24, 0.12352581231415062)	(26, 0.13541582744875166)	(28, 0.14539835352432579)	(30, 0.15487221585082608)	(32, 0.16333669855025798)	(34, 0.17183694666954663)	(36, 0.17985237465299925)	(38, 0.18851290483905336)	(40, 0.20012077055034)	(42, 0.2090886184181262)	(44, 0.21893867997571237)	(46, 0.22957558077014711)	(48, 0.23832751147361292)	(50, 0.2471589208878715)	(52, 0.2576249424541017)	(54, 0.27232320537004795)	(56, 0.2833813433316845)	(58, 0.2931651726302767)	(60, 0.3031821394805277)	(62, 0.31315406839466275)	(64, 0.32421750493701884)	(66, 0.3360041977475893)	(68, 0.3466874611233198)	(70, 0.3592901353646961)	(72, 0.37115630688605933)	(74, 0.3808619821190386)	(76, 0.3934116705532198)	(78, 0.4037478768918218)	(80, 0.41254352088622365)	(82, 0.42210480979459597)	(84, 0.4351141501061955)	(86, 0.44906796243104924)	(88, 0.4590677088939618)	(90, 0.4704795271186263)	(92, 0.48113497294557933)	(94, 0.49564381160080273)	(96, 0.5063019067181156)	(98, 0.515244586327484)	(100, 0.5234507632168394)	(102, 0.532226537533543)	(104, 0.5410844398513992)	(106, 0.549383341903346)	(108, 0.5591168346851029)	(110, 0.567587940610434)	(112, 0.5754934230439568)	(114, 0.5835432918020862)	(116, 0.5916196534638134)	(118, 0.5995277851876957)	(120, 0.6069815636148794)	(122, 0.6139174057767299)	(124, 0.6206995890977145)	(126, 0.6277546493257542)	(128, 0.6344043681287508)	(130, 0.6415971914554981)	(132, 0.6495622829221153)	(134, 0.6569657248324635)	(136, 0.663330644921786)	(138, 0.669049138163327)
SRR11780543_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.000548403104470235)	(4, 0.0006914647838972529)	(5, 0.000723256268214368)	(6, 0.0007762420754095598)	(7, 0.0008159814308059536)	(8, 0.0009140051741170584)	(9, 0.0010120289174281633)	(10, 0.0010954815637605904)	(12, 0.001219998210669291)	(14, 0.001536588408660562)	(16, 0.0017723752506791654)	(18, 0.0018584771873713522)	(20, 0.0020094867378776487)	(22, 0.002189638482341301)	(24, 0.0023234276455091603)	(26, 0.0024439703568782216)	(28, 0.0025976291977442777)	(30, 0.002800299910265886)	(32, 0.0030082692035070142)	(34, 0.0032374328196262186)	(36, 0.003448051403227106)	(38, 0.0036732410838066706)	(40, 0.0039222743776240725)	(42, 0.004220319543097026)	(44, 0.0046481799361982)	(46, 0.005017755941384663)	(48, 0.005370111559232688)	(50, 0.005711870015641675)	(52, 0.006078796730468378)	(54, 0.006460294542273759)	(56, 0.006919946419692048)	(58, 0.007327937135095025)	(60, 0.007863093787766461)	(62, 0.008410172247056816)	(64, 0.00898506825512465)	(66, 0.00986860659010447)	(68, 0.012761631662961943)	(70, 0.10011933198567466)	(72, 0.11575544368897575)	(74, 0.11864184553593382)	(76, 0.12035726104387816)	(78, 0.12182099396764533)	(80, 0.1234622293455164)	(82, 0.12526772072569256)	(84, 0.12778057263192452)	(86, 0.13135976390795973)	(88, 0.13568473042026724)	(90, 0.1389870708537076)	(92, 0.14202580689635186)	(94, 0.14513209984316994)	(96, 0.14838940234049436)	(98, 0.15204409839178273)	(100, 0.1567187712315785)	(102, 0.1621948544052016)	(104, 0.16843128391207568)	(106, 0.17498827755248064)	(108, 0.18202081881246246)	(110, 0.18945605220712777)	(112, 0.198148373877499)	(114, 0.20770833814069145)	(116, 0.21897709468592888)	(118, 0.23231362235695865)	(120, 0.2482544024516321)	(122, 0.26635170489914983)	(124, 0.28727447551535124)	(126, 0.3112982404976512)	(128, 0.34067489665184536)	(130, 0.37795835988474213)	(132, 0.42187432153329696)	(134, 0.47443756691610706)	(136, 0.5361448379756274)	(138, 0.6114403192903547)
SRR11780543_2 - illumina_universal_adapter	(1, 0.0013061001473614778)	(2, 0.0013670338256359482)	(3, 0.0017008444109656564)	(4, 0.0022174560311187764)	(5, 0.002400257065942188)	(6, 0.002575110229686321)	(7, 0.002763209845229252)	(8, 0.0030493332040832876)	(9, 0.003380494499053236)	(10, 0.004135542251584719)	(12, 0.005182011943689757)	(14, 0.0069345175166707265)	(16, 0.010034187237589445)	(18, 0.013058352183255018)	(20, 0.014961867306742281)	(22, 0.01666668565324758)	(24, 0.018315868902197923)	(26, 0.019931936021651272)	(28, 0.021867242629455653)	(30, 0.024964263060014612)	(32, 0.029094506730879814)	(34, 0.033794347829093324)	(36, 0.03867434067177049)	(38, 0.043957025649131114)	(40, 0.050055692057297686)	(42, 0.05728428080390173)	(44, 0.06534739601383005)	(46, 0.07503452621429098)	(48, 0.08700534470486468)	(50, 0.10147179471433193)	(52, 0.11801131443031104)	(54, 0.1374902218004434)	(56, 0.16018669231250382)	(58, 0.18866523903473953)	(60, 0.22447967076314956)	(62, 0.2679757198896825)	(64, 0.3198885644891717)	(66, 0.3817216768407806)	(68, 0.4591856023149711)	(70, 0.5568556653630481)	(72, 0.6812014330435442)	(74, 0.8368061776788438)	(76, 1.0244607124413352)	(78, 1.253587238495503)	(80, 1.5383581346208812)	(82, 1.8936028036062247)	(84, 2.3326736688647207)	(86, 2.8508814864595964)	(88, 3.4535208631748295)	(90, 4.165040775095463)	(92, 5.005684449860418)	(94, 5.985080733282243)	(96, 7.080518583751896)	(98, 8.28164589918862)	(100, 9.594361324578419)	(102, 11.04134808398155)	(104, 12.615152398970835)	(106, 14.292950633096943)	(108, 16.02755495111702)	(110, 17.815867007955315)	(112, 19.670753082244012)	(114, 21.5916210575877)	(116, 23.56254207569833)	(118, 25.52499861110953)	(120, 27.475750581711306)	(122, 29.438060081507537)	(124, 31.408708222711113)	(126, 33.37681569445967)	(128, 35.309955182749775)	(130, 37.19687382677832)	(132, 39.042433074355486)	(134, 40.869538689931744)	(136, 42.678497991188834)	(138, 44.442631299558784)
SRR11780543_2 - polya	(1, 0.022484527283279637)	(2, 0.027849340261792806)	(3, 0.030546317848028068)	(4, 0.03469245726105183)	(5, 0.03770470040009848)	(6, 0.040780526507779365)	(7, 0.04416896887791188)	(8, 0.05184926163085493)	(9, 0.06196955080513656)	(10, 0.07285548489338872)	(12, 0.08041391028978283)	(14, 0.09210920258294153)	(16, 0.10931501882440019)	(18, 0.12016121355725595)	(20, 0.13193598456120745)	(22, 0.14533344591051167)	(24, 0.1574208331769148)	(26, 0.1718780106701229)	(28, 0.18398924154976387)	(30, 0.1951255335770133)	(32, 0.20561142482094175)	(34, 0.21621520948587952)	(36, 0.22543473993784288)	(38, 0.2351894270424777)	(40, 0.24774044012183877)	(42, 0.2580713478797213)	(44, 0.2694169338453917)	(46, 0.2815864491129474)	(48, 0.2917636980299638)	(50, 0.30197936165719685)	(52, 0.3143475737017345)	(54, 0.3315057027167174)	(56, 0.3446064435457286)	(58, 0.3561480769980213)	(60, 0.36751220799621004)	(62, 0.3780616822087727)	(64, 0.3897980385025077)	(66, 0.40213180977236845)	(68, 0.4136893389668197)	(70, 0.4270801770902245)	(72, 0.43973053855807653)	(74, 0.45022172838272456)	(76, 0.46389471592944376)	(78, 0.4751674464102208)	(80, 0.4844571830567178)	(82, 0.49485299842841446)	(84, 0.5088624458508232)	(86, 0.5235236187017327)	(88, 0.5338783700728531)	(90, 0.5457193733357986)	(92, 0.5571285422701032)	(94, 0.5722043290623151)	(96, 0.5832518698625127)	(98, 0.5929376754177937)	(100, 0.6019677816090343)	(102, 0.6115794070342422)	(104, 0.6212771343961421)	(106, 0.6300701291001842)	(108, 0.6405109824079966)	(110, 0.6497026953111826)	(112, 0.6582307609792487)	(114, 0.6668886418749431)	(116, 0.6754167075430092)	(118, 0.6842428183765483)	(120, 0.6923085828768363)	(122, 0.6998153471112152)	(124, 0.7076585712212833)	(126, 0.7157640750769678)	(128, 0.7231529458903374)	(130, 0.7312902412303389)	(132, 0.7400037572235882)	(134, 0.7483476972116511)	(136, 0.755886252930347)	(138, 0.7628432894150756)
SRR11780543_2 - polyg	(1, 0.13156905784638073)	(2, 0.13255459386021132)	(3, 0.13262877399028458)	(4, 0.13271355128179688)	(5, 0.13277978354079087)	(6, 0.13287780728410198)	(7, 0.13296258457561427)	(8, 0.13316657993331577)	(9, 0.13353748058368212)	(10, 0.13396269168642355)	(12, 0.13486477505392166)	(14, 0.1354648393204072)	(16, 0.13568870435580688)	(18, 0.13586885610027055)	(20, 0.13606490358689277)	(22, 0.13626227571869487)	(24, 0.13643845352761885)	(26, 0.13660270952992395)	(28, 0.13678418591956748)	(30, 0.13697625947065006)	(32, 0.13718687805425095)	(34, 0.1374054445089311)	(36, 0.13763195883469054)	(38, 0.1379379518712428)	(40, 0.13830090465052985)	(42, 0.13871022001111272)	(44, 0.13907582208075953)	(46, 0.13950103318350096)	(48, 0.13990637460854416)	(50, 0.14042431087387716)	(52, 0.14108001023791766)	(54, 0.14215032354326054)	(56, 0.1435094094978172)	(58, 0.14477312099942252)	(60, 0.14596397701613448)	(62, 0.14730849187371248)	(64, 0.14938288622540422)	(66, 0.15156987541738576)	(68, 0.1541781017765691)	(70, 0.15696647988021606)	(72, 0.16006350031077501)	(74, 0.16367978165184685)	(76, 0.16748283796328173)	(78, 0.17194026899357723)	(80, 0.17728123835885257)	(82, 0.18307126244010716)	(84, 0.18931961375360015)	(86, 0.19605146055774927)	(88, 0.20398211124968962)	(90, 0.2124982551111368)	(92, 0.2225033001547689)	(94, 0.23538150059356025)	(96, 0.25042019732073556)	(98, 0.2686698339639395)	(100, 0.29037811917180956)	(102, 0.3159914583699653)	(104, 0.34741336668189393)	(106, 0.38762429576232493)	(108, 0.4361367761850627)	(110, 0.4956212926327448)	(112, 0.5705564704585447)	(114, 0.6637439342179084)	(116, 0.7727768036189941)	(118, 0.9089437048847377)	(120, 1.0832272712015223)	(122, 1.2863563109553693)	(124, 1.5365062806594094)	(126, 1.8149135813406452)	(128, 2.1419936445113845)	(130, 2.5501698102395443)	(132, 3.020004235155569)	(134, 3.5565080519749444)	(136, 4.139778466869975)	(138, 4.796080544467319)
SRR11780544_1 - illumina_universal_adapter	(1, 0.002204282089787922)	(2, 0.0022883018106991206)	(3, 0.0023525521855135667)	(4, 0.002476110598618271)	(5, 0.002570014992577846)	(6, 0.0026639193865374213)	(7, 0.002817131818787254)	(8, 0.0031186143467627327)	(9, 0.0032174610772464957)	(10, 0.003548597624367103)	(12, 0.0038105414601490757)	(14, 0.004255351747326011)	(16, 0.00517462634082501)	(18, 0.005928332660763705)	(20, 0.006642500288508895)	(22, 0.007289946373177545)	(24, 0.007962104140467136)	(26, 0.008616963729922066)	(28, 0.009679566082622524)	(30, 0.011587307980959154)	(32, 0.014196861665730507)	(34, 0.017102955541953145)	(36, 0.020387138162276185)	(38, 0.023663907277812937)	(40, 0.02702469611426089)	(42, 0.03089701678096232)	(44, 0.03535747549404214)	(46, 0.04077674749281446)	(48, 0.04824214681260068)	(50, 0.05881627580610127)	(52, 0.07121165580876518)	(54, 0.08512927546087906)	(56, 0.10158972725468775)	(58, 0.12479893957227536)	(60, 0.1565287400575634)	(62, 0.19371735123381725)	(64, 0.23810447555755115)	(66, 0.292156338954335)	(68, 0.36219666100686765)	(70, 0.45306893150885336)	(72, 0.5714280065901115)	(74, 0.7218406051989921)	(76, 0.9063108447960533)	(78, 1.1305446528984704)	(80, 1.412739712588304)	(82, 1.7790829939389656)	(84, 2.2485011746698333)	(86, 2.805297393980086)	(88, 3.450049905243053)	(90, 4.214683731236729)	(92, 5.144544809570538)	(94, 6.2634033077575655)	(96, 7.519013786400617)	(98, 8.886239521937672)	(100, 10.381837506353992)	(102, 12.06526651920382)	(104, 13.9336748323127)	(106, 15.921667919960836)	(108, 17.93162722229073)	(110, 19.989418457501714)	(112, 22.14325164721898)	(114, 24.40712843081557)	(116, 26.703224306213333)	(118, 28.916212321788613)	(120, 31.066519154395877)	(122, 33.25501295015728)	(124, 35.47474478391981)	(126, 37.64976824148454)	(128, 39.7026196113396)	(130, 41.64025770331104)	(132, 43.55452842819613)	(134, 45.47022995950496)	(136, 47.34532525393107)	(138, 49.08309031452782)
SRR11780544_1 - polya	(1, 0.009123553223651354)	(2, 0.013670502825904466)	(3, 0.015953862300079398)	(4, 0.019250400761712905)	(5, 0.022077417253548535)	(6, 0.025309705340367597)	(7, 0.0286902635229123)	(8, 0.03822403067807127)	(9, 0.0483607628891812)	(10, 0.05932780763635474)	(12, 0.0669859580805843)	(14, 0.0782643700287817)	(16, 0.09411197209359104)	(18, 0.10430059883820496)	(20, 0.11510701764834239)	(22, 0.1268747209124344)	(24, 0.13730305097847142)	(26, 0.15188047255656442)	(28, 0.163742080214616)	(30, 0.17522312796030512)	(32, 0.18475689511546411)	(34, 0.19525194672457769)	(36, 0.20423217218902756)	(38, 0.21351882251797713)	(40, 0.22513331334981931)	(42, 0.23486230279768372)	(44, 0.24551303800730923)	(46, 0.25691500836861136)	(48, 0.26620907220234713)	(50, 0.2759182923041148)	(52, 0.28685321186388113)	(54, 0.30180625101781244)	(56, 0.31332189511917086)	(58, 0.3234240309746115)	(60, 0.33399815996811205)	(62, 0.3444017783515282)	(64, 0.3553663519304396)	(66, 0.36710440117538645)	(68, 0.37837045728227336)	(70, 0.3915071877635655)	(72, 0.40344293046948)	(74, 0.41283831220196165)	(76, 0.42488772864793245)	(78, 0.43528393352656225)	(80, 0.4434783274836662)	(82, 0.45247585112595073)	(84, 0.46415459233260736)	(86, 0.4770244366415934)	(88, 0.48597006575037394)	(90, 0.4951035036470737)	(92, 0.5047385887009785)	(94, 0.5168077744930459)	(96, 0.5256743262174396)	(98, 0.533199033575516)	(100, 0.5408497705149593)	(102, 0.5480680530085362)	(104, 0.5552838643338509)	(106, 0.5617336134979165)	(108, 0.569208897490751)	(110, 0.5758489266109978)	(112, 0.5816882972143261)	(114, 0.5874436480967433)	(116, 0.593554847208902)	(118, 0.5998217299215725)	(120, 0.605876092163703)	(122, 0.6122517062799058)	(124, 0.6177648826726376)	(126, 0.6230754232678779)	(128, 0.627516112634861)	(130, 0.6327698163600729)	(132, 0.638470801540724)	(134, 0.6443324126584111)	(136, 0.6497689828350182)	(138, 0.6542689802402915)
SRR11780544_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005535416907090745)	(4, 0.000716638796007284)	(5, 0.0007710044977733538)	(6, 0.0008401972091119881)	(7, 0.000894562910878058)	(8, 0.0009736402952650686)	(9, 0.001107083381418149)	(10, 0.0012677093184542644)	(12, 0.0015271819859741433)	(14, 0.001902799561812444)	(16, 0.0021993397532637333)	(18, 0.002379735036396602)	(20, 0.0025527168147431874)	(22, 0.00274793910744862)	(24, 0.002888795698387983)	(26, 0.0030840179910934153)	(28, 0.0033039519664197887)	(30, 0.0035683669704638554)	(32, 0.003845137815818393)	(34, 0.004124379829435025)	(36, 0.004386323665216997)	(38, 0.004695219697978757)	(40, 0.005021413908575176)	(42, 0.00536243512874416)	(44, 0.005856668781162976)	(46, 0.006301479068339911)	(48, 0.006686981317226589)	(50, 0.007008233191298819)	(52, 0.007381379598875025)	(54, 0.00783113222257615)	(56, 0.008308067697160307)	(58, 0.008799830181317029)	(60, 0.009348429535501915)	(62, 0.00992668290883193)	(64, 0.010668033387460155)	(66, 0.01224463873867618)	(68, 0.020013991754699978)	(70, 0.24053363395918964)	(72, 0.272693417722082)	(74, 0.27716870344473443)	(76, 0.27965222754813895)	(78, 0.281490776735137)	(80, 0.2832205945186028)	(82, 0.28474777650457694)	(84, 0.286193409937902)	(86, 0.288083853658404)	(88, 0.29023624121468794)	(90, 0.2922527145165567)	(92, 0.29414810057358287)	(94, 0.2960879676593267)	(96, 0.2982181147012518)	(98, 0.30081037020818846)	(100, 0.3041415050254913)	(102, 0.3079125077934469)	(104, 0.3120863109881238)	(106, 0.3168531945657033)	(108, 0.3216176069750207)	(110, 0.3263301248508341)	(112, 0.3316406654460743)	(114, 0.3374800360494026)	(116, 0.34442649003414905)	(118, 0.35304098259580907)	(120, 0.36472466613898985)	(122, 0.3787436036898496)	(124, 0.39413403962617155)	(126, 0.4116175550804872)	(128, 0.4353333568918041)	(130, 0.46800467248495)	(132, 0.5057567100249613)	(134, 0.5514189571719357)	(136, 0.6048456149984098)	(138, 0.672432066966683)
